,fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,month
215708,0,0.1,0.4560232648968889,12,4,30,0.0194342028687593,-1.2241520475888186,AC,763,6358.226527981843,7178.169060435071,5334.286139637808,0,13,CA,55,1,BC,1,0,-1,0,200.0,0,INTERNET,1.9037538406208845,linux,0,2,1
789485,0,0.4,0.2566220702192132,-1,84,20,0.0094998131253552,-1.1660214636397783,AB,1108,4525.110122752607,4044.6912251782032,4431.270888803507,10,8,CA,96,1,BE,1,1,15,0,200.0,0,INTERNET,5.334179981352655,linux,0,1,5
620301,0,0.5,0.4183491586633481,-1,191,30,0.0050585664675928,-0.6075856347028719,AD,654,3083.5347145363507,5563.191275547302,4944.871293998184,12,11,CA,116,0,BC,0,1,25,0,500.0,0,INTERNET,4.9239534584301925,windows,1,1,4
264615,0,0.4,0.2835728296801376,-1,49,20,0.0370913508799426,-0.8034221039995897,AC,1151,12319.333186867892,4537.739132363729,5694.832585793078,0,14,CA,85,1,BE,0,1,-1,0,200.0,0,INTERNET,3.2473676521849777,linux,0,1,2
998101,0,0.3,0.922618817991766,-1,76,20,0.0164191013449012,-1.3005457318782476,AC,774,3976.152639729923,2862.21930770891,3122.741267215033,0,11,CB,95,0,BC,0,1,-1,0,200.0,0,INTERNET,11.351814927156251,linux,1,1,7
291981,0,0.9,0.1330616527879718,-1,126,60,0.0179906366240795,-0.4422110682370365,AB,1013,7727.826438473604,4556.9014230165385,4406.128275955586,725,4,CA,251,1,BB,0,1,21,0,1500.0,0,INTERNET,6.5201542624371385,windows,0,1,2
141173,0,0.2,0.3961925003475286,-1,38,20,0.0016967462086155,-0.8798048062211994,AC,2664,9424.407208551462,4745.4907071176585,5318.524331378922,0,7,CA,41,0,BB,1,1,-1,0,200.0,0,INTERNET,4.350960642586583,linux,0,1,1
696143,0,0.6000000000000001,0.8386375752802783,-1,172,50,0.0129345016738234,-1.0074563283253877,AB,735,8513.886972113592,8625.872289324327,4280.591031442829,812,3,CA,302,1,BC,1,1,1,1,1500.0,0,INTERNET,4.320886612969905,linux,1,1,5
240269,0,0.1,0.0915179183841266,-1,67,60,0.0014852012231038,-0.9057279324842236,AB,3278,4876.528233127077,6578.644155233053,4743.710015995333,14,5,CB,88,0,BA,1,1,15,0,200.0,0,INTERNET,3.778372875970131,windows,1,1,1
562362,0,0.1,0.6751942964410078,-1,187,40,12.658870329097596,-1.5721110221136525,AB,946,8701.520394742542,5923.868009151227,4262.917391176606,1,5,CE,81,0,BB,1,1,28,0,200.0,0,INTERNET,4.721498884835227,other,1,1,4
57347,0,0.8,0.9915466094462092,31,11,20,0.0110565187855696,-0.8454009013527202,AD,1774,9567.616933195906,7305.661559832321,6739.329861406919,14,16,CA,173,1,BA,0,1,1,0,1000.0,0,INTERNET,7.770807869930189,other,1,1,0
880673,0,0.9,0.6003503280158692,-1,38,30,0.0028801667379985,-1.1307781029546111,AA,665,3419.170456155458,2556.949610479548,4280.730259137607,11,8,CA,139,1,BC,0,1,28,0,200.0,0,INTERNET,1.3542765413683038,windows,1,1,6
62944,0,0.9,0.2253142403721529,24,22,20,1.0064537700621676,-1.6091856762262866,AD,1338,7438.098088499654,5612.849894149021,5982.123982726895,30,12,CA,92,1,BC,1,1,20,0,200.0,0,INTERNET,2.446814571479335,linux,1,1,0
984038,0,0.6000000000000001,0.5655782491966701,-1,383,40,0.0007560218892149,-1.5831813498985483,AB,384,3606.545247397221,2850.283968779324,3125.42078789214,12,3,CB,94,0,BD,1,1,2,0,200.0,0,INTERNET,1.4439220289297747,linux,1,1,7
58693,0,0.6000000000000001,0.196219953753503,-1,86,40,0.0157291815437057,11.09976534829296,AA,913,3609.9234178595616,5821.774733860008,6316.140661768182,1493,11,CB,67,0,BE,1,1,1,0,200.0,0,INTERNET,6.296470424740832,other,1,1,0
989057,0,0.8,0.6714375834528402,-1,237,50,0.0248672645140958,21.426483322286234,AA,1116,8875.646875026796,3696.342437427251,3125.30184923885,1,4,CA,186,1,BC,1,1,25,1,200.0,0,INTERNET,2.6246909463934527,linux,1,1,7
417444,0,0.9,0.8679736736414373,-1,34,30,0.0143411261076912,39.19500203224874,AA,1069,1036.3764677451036,3217.921228780209,4692.125682898084,7,14,CA,3,0,BC,0,1,28,0,200.0,0,INTERNET,4.828634070181932,windows,0,1,3
696930,0,0.4,0.4110257190319256,-1,100,20,0.0300968959593621,-1.4574417833893416,AB,2668,3217.482133588821,3315.4702000918705,4173.569914587209,10,8,CA,229,1,BE,1,1,5,0,1000.0,0,INTERNET,8.284433705786029,windows,1,1,5
492418,0,0.8,0.6934882115966623,-1,32,30,0.0078054566102641,-1.1153720099698332,AB,1214,13661.174272952409,5672.107274200281,4948.776701062612,8,9,CA,82,0,BA,0,1,21,0,200.0,0,INTERNET,6.963462706652408,other,0,1,3
944917,0,0.9,0.3553680544123226,30,11,30,0.0067160169530634,45.76486819410054,AA,899,5346.819876813362,2800.183408190604,5220.911458172176,13,13,CA,101,1,BC,0,1,5,0,200.0,0,INTERNET,5.99272424928196,macintosh,0,1,7
899686,0,0.4,0.9987611425355089,-1,273,50,0.0090386262012427,14.130858537462377,AA,1255,8042.311848085359,5508.861093003145,4294.507159979237,27,6,CF,26,0,BC,0,1,10,0,200.0,0,INTERNET,2.907790605010274,linux,0,1,6
903154,0,0.9,0.6891704697765856,36,16,40,0.0048967618636681,-0.8878804697922253,AC,460,1828.5250551599968,5007.106989044127,4284.321173303981,1,10,CA,241,0,BC,0,1,-1,0,1500.0,0,INTERNET,3.7315494186813662,windows,1,1,6
222041,0,0.9,0.8703036043635434,-1,117,30,0.0005814110348533,46.78199778643742,AA,1157,3866.200696130806,4167.476480966295,4138.9542918050975,50,8,CA,225,0,BC,0,1,1,1,510.0,0,INTERNET,3.979557426678404,linux,0,1,1
181467,0,0.4,0.7127981055171289,-1,204,50,1.8298723720833991,-1.3418928362079272,AB,861,7803.016393327065,5055.318994531141,5248.554095418714,1,3,CB,36,1,BA,1,1,10,0,200.0,0,INTERNET,10.386882649916563,linux,1,1,1
766671,0,0.2,0.6533028875930356,-1,48,30,0.0064072452358011,26.42568789234424,AA,1968,4478.297733560392,3423.035672696386,4230.193848790883,7,18,CA,98,0,BE,0,1,31,0,200.0,0,INTERNET,4.66936823408523,x11,1,1,5
151365,0,0.1,0.6227805247051701,-1,142,30,0.0152605718121023,-1.335336183121588,AB,1227,447.9618934235067,4109.975344425028,5389.821893190558,1755,16,CE,82,0,BE,1,1,15,0,200.0,0,INTERNET,4.83257886941273,linux,1,1,1
600771,0,0.9,0.4877440565550703,-1,36,50,0.0058802367384899,24.23926342459925,AA,606,4781.919766453437,4046.364177726504,4771.33630836774,33,13,CB,22,1,BC,0,1,29,1,200.0,0,INTERNET,9.193221826016709,linux,0,1,4
167075,0,0.7000000000000001,0.2914588524439621,-1,71,40,0.0232108833103525,-0.8262953307300885,AC,764,626.8566838774491,3382.996012679165,5294.994659389557,0,7,CB,216,1,BB,1,1,-1,0,1500.0,0,INTERNET,8.46990127863037,other,1,1,1
286224,0,0.2,0.1288265936282442,33,14,20,7.365214542554927e-05,-1.016852242362082,AA,1219,8114.913822505978,5459.582214954239,5625.402068611088,11,18,CD,77,1,BB,0,1,15,0,200.0,0,INTERNET,18.02229134006821,linux,1,1,2
719177,0,0.8,0.0113209310947078,-1,184,40,0.0150858215112495,-0.6369409933452208,AB,945,8340.188322141083,5371.436144367985,4305.506602788749,821,11,CB,92,1,BE,0,1,10,0,200.0,0,INTERNET,5.009505416967705,windows,0,1,5
648048,0,0.1,0.2324229857841485,-1,94,50,0.0169042021398125,-0.8618122233473016,AB,2643,7993.411117410445,4736.565347858536,4179.459029373484,1928,4,CD,91,0,BB,1,1,30,0,200.0,0,INTERNET,2.181497909413653,windows,1,1,4
411437,0,0.4,0.3896934271173049,-1,64,30,0.0049921737700694,-1.270036426856675,AC,2533,7390.232065852242,3180.7545089468213,4732.231754981257,1,11,CA,13,1,BC,0,1,-1,0,200.0,0,INTERNET,2.236430343688288,linux,0,1,3
183107,0,0.9,0.2530473028370897,62,11,30,0.0007028331576378,-0.9678827130850832,AC,2683,5528.6626083837655,4099.536300099601,5470.638618065063,0,15,CA,77,0,BB,0,1,-1,1,200.0,0,INTERNET,3.5874831382112733,windows,1,1,1
226596,0,0.1,0.8997614659089828,-1,48,20,0.010512472139958,-1.7776707677214871,AB,3281,11819.511737555356,6939.990194196463,6719.589340742004,162,21,CA,-115,1,BB,1,1,30,0,200.0,0,INTERNET,28.31671954759286,linux,1,1,1
975376,0,0.8,0.3718958647469421,30,1,20,0.0104963100895308,-0.5799814228052911,AB,1289,4177.014816231245,2832.9146666931592,3193.791865727953,10,11,CA,180,1,BC,0,1,28,0,1500.0,0,INTERNET,17.886322733177273,windows,1,1,7
38824,0,0.4,0.7220857305678517,103,6,30,0.0107779346064007,-1.6545384337621492,AC,1759,2823.876857682176,5304.941227951169,5925.674034441232,1,23,CB,33,0,BC,1,1,-1,0,500.0,0,INTERNET,4.809396359852824,other,0,1,0
133962,0,0.9,0.919332403965798,-1,249,40,0.0180387404090403,-0.8358289422474869,AC,1057,1457.9211972868543,4509.346202509959,5545.523215670993,3,5,CA,196,0,BA,1,0,-1,0,1500.0,0,INTERNET,3.413030481161306,linux,0,1,1
870523,0,0.7000000000000001,0.7393838778544158,-1,198,30,0.0197837923928651,50.74651223266448,AA,1308,7974.211601184455,5733.266547840936,4270.742165134911,1599,4,CA,229,0,BE,1,0,1,0,500.0,0,INTERNET,4.472115703332118,other,1,1,6
923516,0,0.1,0.5717549466405795,68,1,30,0.0204993363962535,-1.646143068749469,AD,445,1292.019775517498,3109.465548950425,3085.366497412895,32,9,CD,82,0,BB,1,1,1,0,200.0,0,INTERNET,23.347658839469773,windows,1,1,7
706947,0,0.6000000000000001,0.7840910637274245,-1,254,20,0.0111478631085863,16.98059366896781,AA,3912,4611.869941508467,4885.339232353267,4235.3885863897085,1,7,CA,90,1,BE,1,1,1,0,200.0,0,INTERNET,7.595079348581133,windows,1,1,5
568734,0,0.9,0.7600871838993893,-1,184,40,0.0090789363420196,50.37143812391741,AA,421,8891.861129929006,5771.450081132135,4431.752393162296,48,7,CA,167,1,BA,0,1,3,1,1500.0,0,INTERNET,2.485214881634404,other,0,1,4
7734,0,0.7000000000000001,0.8723174628925139,-1,293,40,0.0042304123491824,22.87079223673027,AB,2105,9317.418723904866,6273.76743885964,6708.128430889552,5,5,CA,123,0,BA,0,1,1,1,1500.0,0,INTERNET,3.9384717073228246,other,0,1,0
890748,0,0.2,0.3340183474098997,-1,322,50,0.0214611162263927,-1.1937875938005462,AC,1321,4396.053962938149,3401.414804920393,3909.599885333893,0,3,CA,105,0,BA,1,1,-1,0,200.0,0,INTERNET,6.739537304992296,other,0,1,6
329099,0,0.6000000000000001,0.1149651326120184,52,-1,20,18.980951892255664,-0.7648325744869886,AB,889,4453.809992417097,4902.9300580533145,5662.31654456981,45,9,CA,105,1,BC,0,1,1,0,200.0,0,INTERNET,9.561179782904974,other,1,1,2
291053,0,0.6000000000000001,0.2791338784367589,-1,92,30,0.0219329950687812,26.94185185670284,AA,945,7995.930803560755,4877.393687304249,4734.094828106763,90,13,CB,118,1,BC,0,1,28,1,200.0,0,INTERNET,4.106633622781973,macintosh,1,1,2
956299,0,0.4,0.5272786989293108,24,0,30,0.005810389405719,-0.9630329590957724,AB,1392,4578.506835446875,2270.610061099828,3057.634326071941,12,6,CA,157,0,BC,1,1,6,1,200.0,0,INTERNET,1.802061999385508,other,1,1,7
95552,0,0.3,0.4742608469235214,-1,369,40,0.0069990371474236,-0.4285383938018323,AC,1062,971.3211786386136,5076.679823993049,6733.960727327934,0,6,CA,158,1,BB,0,1,-1,1,500.0,0,INTERNET,5.689076367202215,linux,1,1,0
845473,0,0.2,0.0687970401859986,55,9,30,0.0054037133174623,51.62994420587819,AA,1211,1313.0860925768836,2712.1857066528305,5195.185241008051,2,10,CA,302,0,BB,0,1,28,1,1500.0,0,INTERNET,5.0287543613188985,linux,0,1,6
534103,0,0.1,0.8422572268156003,-1,19,20,0.0405648473767785,-1.5304364952762706,AB,1398,1368.6800440538698,3413.359670479717,5095.113405879854,45,9,CD,128,1,BB,0,1,28,0,200.0,0,INTERNET,4.948457899310297,linux,1,1,3
822773,0,0.9,0.864876303110984,32,6,20,0.0125590761505352,50.61192953499893,AA,778,4055.481741857453,3256.638356200908,3921.894942658008,1,7,CA,154,0,BC,0,1,6,1,500.0,0,INTERNET,5.792550550499014,macintosh,0,1,6
179846,0,0.1,0.4636637087231977,-1,55,30,0.0045280414935469,-0.0089156891850195,AC,2904,10077.593159415432,7275.262821800306,5562.558668703196,1,13,CA,92,0,BC,0,1,-1,0,200.0,0,INTERNET,8.558075976637328,windows,1,1,1
901514,0,0.4,0.0788153945772729,-1,72,30,0.0217724901364388,-1.4713085490639668,AB,580,3497.586398164133,3803.850279993484,4396.4402046483365,1627,8,CA,79,0,BA,0,1,18,0,200.0,0,INTERNET,5.0497195318865575,linux,1,1,6
286539,0,0.5,0.0980370798789209,-1,53,20,0.0067347551359784,-0.5479724603920155,AB,2835,4204.599317398227,5137.822555946638,5668.977178498906,1,12,CA,49,1,BB,0,1,1,0,200.0,0,INTERNET,3.191887052881844,linux,1,1,2
171241,0,0.1,0.8760963685534818,27,11,30,0.0045368102425524,-0.8356527136775599,AB,590,4719.122045753495,3526.6658437817573,5205.3631146191465,54,13,CA,81,1,BC,0,1,4,0,200.0,0,INTERNET,3.2847319175603267,windows,1,1,1
892383,0,0.6000000000000001,0.2122263962119304,-1,64,40,0.0192881987547314,-2.155452376668196,AC,3521,5114.632477079548,3081.578763946153,4260.587933485844,0,14,CF,109,1,BB,1,0,-1,1,200.0,0,INTERNET,4.329857209810816,other,1,1,6
670952,0,0.1,0.1883268601411348,-1,121,40,0.0276336387672269,-0.6050905985438281,AC,949,2892.9732985554706,4779.925679308155,4763.665627506853,0,24,CA,137,0,BA,0,0,-1,0,200.0,0,INTERNET,3.8603079254189097,linux,0,1,4
456695,0,0.7000000000000001,0.322497572130048,-1,45,40,0.0048312573695297,-0.5778509912978527,AC,1565,5090.360623042738,4037.401031690343,4901.02365038166,1,8,CA,175,1,BC,0,1,-1,0,1000.0,0,INTERNET,2.6467788754571746,windows,1,1,3
822805,0,0.6000000000000001,0.2224286291485752,-1,170,50,0.0295012678545568,-1.7561219783700128,AB,2586,7558.822725729009,4300.282037179987,6827.979984968663,9,2,CB,183,0,BA,1,1,10,0,500.0,0,INTERNET,4.677048161495272,other,1,1,6
394815,0,0.2,0.447312269428488,22,6,40,0.0270793967642408,-1.4236220797040902,AC,357,5953.917112959045,5028.744592092164,5343.3819579764295,1,8,CB,117,1,BC,0,1,-1,0,200.0,0,INTERNET,21.629783767350908,linux,0,1,2
549850,0,0.1,0.5196470018872532,-1,292,20,0.0069110349021145,-0.6627298918446314,AB,4190,12337.4364230482,6934.903110731615,4359.885230293965,17,4,CA,245,0,BE,1,0,25,0,1000.0,0,INTERNET,1.2803919280617624,windows,1,1,4
515164,0,0.9,0.6661483183458096,-1,188,30,0.0070750272093153,31.73327841466072,AA,693,5121.871888955158,6705.923979514074,4985.864173952708,17,6,CA,117,0,BE,1,1,26,0,200.0,0,INTERNET,6.368752935660763,other,1,1,3
323660,0,0.5,0.4747176788370476,10,8,30,0.0002084156091598,-0.4288657938971515,AB,2523,7395.525819115963,5610.4759263655005,5532.030150028741,572,22,CA,80,1,BC,0,1,25,0,200.0,0,INTERNET,14.752805554331836,linux,0,1,2
523315,0,0.1,0.5621061547855843,27,9,20,0.0361213788715895,-1.399559293317296,AB,878,8820.414857001477,6261.528176788896,4759.898913185787,24,10,CA,100,1,BC,0,1,29,0,200.0,0,INTERNET,4.059016079261204,windows,0,1,3
718559,0,0.4,0.5302666714896539,-1,41,30,0.0040802838525566,-0.6897123169921819,AC,1674,5514.459713888962,4987.93970834931,4123.510570034505,0,8,CA,141,1,BC,0,0,-1,0,500.0,0,INTERNET,7.9744588443095985,linux,1,2,5
594228,0,0.9,0.6188082184357019,-1,105,20,0.0282864736733847,-0.3649996905551084,AC,562,4308.210123502982,3945.661017302438,4434.939319552743,1,19,CA,166,0,BE,1,1,-1,0,200.0,0,INTERNET,8.293342462519572,windows,0,1,4
66198,0,0.6000000000000001,0.6811764136940057,-1,79,50,1.1732466647434978,-0.3452280239006528,AB,3872,7868.5263878352125,5887.087713189762,6705.84787989418,23,8,CA,45,0,BB,0,1,28,0,200.0,0,INTERNET,8.824195102922015,windows,1,1,0
370909,0,0.7000000000000001,0.8316505993118702,-1,32,40,0.0001037624069218,-0.6845211159463156,AB,1830,4384.281686917439,3727.689678316912,5204.649398039071,11,5,CB,115,0,BC,1,1,31,0,200.0,0,INTERNET,5.8872671282263935,windows,0,1,2
369327,0,0.4,0.8318402549535353,-1,66,30,0.0108778518571811,-1.0799834058346578,AC,998,6531.486856630511,3847.990091875994,5114.541542411571,0,20,CA,263,0,BC,0,1,-1,1,1500.0,0,INTERNET,0.9194159342185266,windows,0,1,2
637180,0,0.9,0.4536448609789494,26,0,30,10.565952804212351,-0.940565774712062,AC,2665,6679.910838460541,4906.741794160074,4427.057362955894,0,10,CA,238,0,BC,0,1,-1,0,1000.0,0,INTERNET,3.848295763139332,windows,1,1,4
485498,0,0.8,0.3356749137459745,-1,79,30,0.011667709927179,49.758693050712345,AB,840,8377.02556215276,5720.646440064556,4947.016323660563,14,15,CA,176,1,BC,0,1,1,1,500.0,0,INTERNET,2.0986748053393685,macintosh,0,1,3
196620,0,0.2,0.7294735775290762,-1,84,20,0.0177016873265903,32.1780597868362,AA,1496,2531.19629024004,3698.953909598009,4289.784837517577,641,14,CA,194,0,BC,1,0,28,0,1500.0,0,INTERNET,6.244902771866987,windows,0,1,1
20901,0,0.6000000000000001,0.0954031330252518,-1,178,20,0.0106869936677267,-1.0063766803975942,AB,5793,11194.314890377207,5492.948151758403,5907.646574544388,653,5,CA,19,1,BB,0,1,5,0,200.0,0,INTERNET,7.5003309340228945,other,1,1,0
59205,0,0.4,0.146577275452899,-1,36,50,0.0094705125983386,-2.090974818684826,AB,1053,6716.030292753935,7133.820996460103,6298.448488137379,125,3,CA,128,1,BD,1,1,5,0,200.0,0,INTERNET,4.321437494421779,linux,1,1,0
143667,0,0.9,0.7296742195076485,-1,133,50,0.0012569174244117,50.092177666724034,AA,1650,9393.350242387583,6284.253354035565,5565.769640153594,14,4,CA,233,1,BA,0,1,21,0,1500.0,0,INTERNET,42.99704190267499,other,0,1,1
477226,0,0.5,0.8785386047229617,11,8,50,0.0141508170241929,-1.535360720012208,AB,1737,7261.595821101047,4790.2269166453525,5016.295361970483,26,6,CF,148,0,BC,1,0,26,1,200.0,0,INTERNET,1.843745521587463,windows,1,1,3
498636,0,0.7000000000000001,0.9142246169358332,-1,249,20,8.037432658945143,45.7970405113001,AA,4287,7420.578952806522,5915.0935312296615,4776.703526002444,13,15,CC,42,0,BC,1,1,26,1,200.0,0,INTERNET,8.299704969599762,other,1,1,3
701357,0,0.5,0.1183434646084067,26,13,30,10.788996197579,52.29374827281151,AA,611,9061.011501615598,5162.699539937234,4291.40343516164,17,5,CA,148,1,BE,1,0,28,1,500.0,0,INTERNET,2.0089088634798693,other,1,1,5
579060,0,0.6000000000000001,0.0556219315632089,-1,40,30,0.0123616126435175,4.552186052757238,AA,895,2180.1796715602813,4176.029635802061,4195.071072339923,39,7,CA,118,1,BC,0,1,22,1,200.0,0,INTERNET,6.9818340678030815,linux,0,1,4
236037,0,0.1,0.8698072608038648,-1,280,60,0.0503986656733366,-1.1218087119807243,AB,776,8083.103893054536,5469.099488097865,5400.706128364488,180,2,CC,296,1,BB,1,1,1,1,1000.0,0,INTERNET,4.780584223995692,linux,0,1,1
432311,0,0.4,0.5609145699845234,97,19,10,0.0036612578575881,-1.2267106004421486,AC,1578,6718.479033340761,4940.496702298015,4893.429912849037,1,9,CE,55,0,BC,0,1,-1,0,200.0,0,INTERNET,9.313265608648129,other,0,1,3
932960,0,0.5,0.1047157551993597,-1,86,30,0.016800895328814,-0.5063273386015297,AC,2050,4693.098101057972,3841.908482097972,3120.0058121513243,0,9,CA,104,1,BB,1,1,-1,1,200.0,0,INTERNET,1.246481207851375,other,1,1,7
383561,0,0.1,0.8208783767569668,-1,146,40,0.0170691036684203,-1.4685672456371683,AC,2777,11263.30059457547,5372.620699204482,5740.037084743471,0,5,CA,67,0,BB,1,0,-1,0,200.0,0,INTERNET,3.3743968403518685,other,0,1,2
541622,0,0.8,0.990534125988532,-1,211,30,0.0170705419983783,-1.0471641965432366,AB,931,2194.5288710778445,4414.897549754973,4946.145047702562,14,19,CF,59,0,BA,1,1,1,0,200.0,0,INTERNET,3.4757752569751585,windows,1,1,3
497551,0,0.9,0.7377349588028214,-1,59,30,0.0039781429456173,-1.002194114518503,AD,385,5238.134391131433,4450.5522528482425,5325.481672918154,658,11,CA,129,0,BD,1,1,15,0,1000.0,0,INTERNET,5.467406845624692,windows,1,1,3
376843,0,0.2,0.7493962552560186,-1,95,20,0.0112348712520155,-1.3124300101876307,AA,1502,8019.670667705466,8070.32579764117,5557.1167634459725,1,13,CA,18,1,BB,0,1,31,0,200.0,0,INTERNET,18.239302518590392,windows,1,1,2
32800,0,0.9,0.7855650932861858,-1,162,40,0.0117909901137997,-0.9500188809486292,AD,3353,2929.148013286462,3335.800050539904,4986.827015770869,10,4,CA,135,1,BA,0,1,31,0,500.0,0,INTERNET,4.623819246963162,windows,1,1,0
664643,0,0.8,0.269604658425601,118,18,30,0.0308456840062541,-0.8309363750029677,AC,2528,9446.02931307962,4725.439589568285,4361.062224555194,1,13,CA,180,1,BB,0,1,-1,0,500.0,0,INTERNET,1.5159347718165517,x11,0,1,4
845416,0,0.6000000000000001,0.7957857216022667,-1,43,20,0.0142139994108382,-1.2721223249584863,AC,1121,3778.64706870084,3023.729482678649,3553.550109117092,0,8,CA,134,1,BC,0,1,-1,0,200.0,0,INTERNET,5.056629100906903,linux,1,1,6
125070,1,0.9,0.0470536057378346,-1,31,20,0.0048724330991689,26.00600330166597,AA,1020,7640.396727752793,6891.148177126667,5917.681011699778,6,15,CB,38,0,BE,0,1,10,0,200.0,0,INTERNET,6.224991309568738,other,1,1,0
66827,0,0.7000000000000001,0.5912602043741108,-1,47,30,0.0200734482192431,3.533787942280835,AA,1282,2135.1833557018867,4043.178123741623,5925.957482012111,20,14,CB,71,1,BC,1,1,15,1,200.0,0,INTERNET,18.667838688452623,other,1,1,0
209842,0,0.9,0.8986826378709917,-1,73,30,0.012157446812682,-0.6810202344369274,AC,2973,2634.092021566052,5164.348688216547,5430.835097055739,1,11,CB,105,0,BE,1,1,-1,1,200.0,0,INTERNET,4.9985521533518655,other,0,1,1
828237,0,0.6000000000000001,0.8449954213456168,-1,44,30,0.0313843500382688,15.78257521615254,AA,3095,3960.277107149452,5296.10892817578,4393.421980604729,790,4,CD,41,0,BB,0,1,19,0,200.0,0,INTERNET,2.0371401731177468,other,1,1,6
768782,0,0.1,0.8964872948060223,-1,236,60,0.0156643797487602,8.70773769046993,AA,923,8327.862669360458,5636.327789585122,4152.323974308769,2,3,CC,160,0,BB,1,1,10,0,200.0,0,INTERNET,3.7271465366611567,windows,0,1,5
586188,0,0.7000000000000001,0.2779700607476281,-1,166,50,0.0282923791413741,14.20142705848066,AA,1621,2963.0466857556744,3920.603842190948,4346.414770238665,327,7,CB,108,1,BC,1,1,26,0,200.0,0,INTERNET,17.644732811477137,other,0,1,4
728782,0,0.6000000000000001,0.1370051667726665,-1,64,30,0.0061058106371711,-1.3552537095665924,AC,1626,5886.962183246514,5070.50789344229,4167.576296805748,0,12,CA,147,0,BA,0,1,-1,0,200.0,0,INTERNET,2.7366443301470564,other,1,1,5
48906,0,0.8,0.3051543496977921,-1,211,60,0.0073509275487693,-0.6383939657424995,AB,1074,7500.1571172941,3881.623969626768,5891.517847527938,15,3,CA,229,1,BA,1,1,2,1,1500.0,0,INTERNET,8.389243211760197,windows,1,1,0
201071,0,0.3,0.5526063016844439,-1,163,30,0.009703024252967,54.673040340805976,AA,1122,5150.601457413943,4627.381344972673,5459.231849743343,26,16,CD,124,1,BE,0,1,5,0,200.0,0,INTERNET,26.26721823274479,linux,1,1,1
308312,0,0.1,0.1121673400469496,96,12,20,1.0970877094898064,-0.7457011399740232,AC,1161,8353.180148267316,4132.038770093071,5180.91609841545,0,13,CA,43,1,BB,0,1,-1,0,200.0,0,INTERNET,8.728983783843061,linux,1,1,2
45790,0,0.3,0.7146884672718199,134,18,20,0.0007208920996652,35.520873397821234,AA,1613,8257.723839304017,4100.2713548046,6721.5731451629845,16,15,CA,8,1,BE,1,0,25,0,200.0,0,INTERNET,2.651033715281112,linux,1,1,0
638441,0,0.2,0.7948394594022908,-1,197,50,0.0027139002404129,4.224111861372208,AA,1001,7097.153833926099,6030.7492733876525,4327.5453125387685,18,2,CE,172,1,BC,0,1,31,1,500.0,0,INTERNET,5.958310940511407,macintosh,0,1,4
175185,0,0.9,0.5375199105314664,33,11,40,23.91886182321595,15.684855068777043,AA,5276,5393.534928931434,4849.841666885793,5591.800351027598,11,10,CB,196,1,BC,0,1,16,0,200.0,0,INTERNET,12.841766142735894,linux,0,1,1
499059,0,0.9,0.0912440655069802,28,11,30,0.0099729611329101,-0.6126217420562678,AC,1499,2436.051483071762,4686.949213219721,4842.938923844497,0,7,CA,174,0,BA,0,1,-1,0,500.0,0,INTERNET,5.019824913839702,linux,1,1,3
941820,0,0.9,0.6427013153633218,-1,23,40,8.266791684705664e-05,-1.4398997454508322,AC,829,4586.7176189352695,2811.140453097433,3107.3441234913835,1,7,CA,141,1,BC,1,0,-1,1,500.0,0,INTERNET,2.011356803280673,windows,1,1,7
455068,1,0.2,0.098978862547836,-1,34,40,0.0249763696617409,-1.1180537076632324,AB,2020,7585.320718938234,4026.887431654508,4802.225111330009,1,2,CA,125,0,BC,1,0,30,0,200.0,0,TELEAPP,-1.0,other,0,0,3
891329,0,0.9,0.432461946392272,-1,24,60,0.0235593987024183,-0.8897111132605763,AC,986,2881.444365968006,3115.617269518795,4328.285507763932,1,1,CC,129,0,BB,1,0,-1,0,500.0,0,INTERNET,3.3388834491767727,windows,1,1,6
788405,0,0.8,0.6785476735965386,-1,7,50,0.0149292410780659,31.423601950644645,AA,1030,3585.0736329101487,2750.7513360773564,4246.755710037874,2,3,CA,263,0,BC,1,1,28,0,1000.0,0,INTERNET,7.379422743104563,windows,1,1,5
766550,0,0.6000000000000001,0.2175454512946572,172,12,30,11.855371033435013,-0.8104079094014527,AB,1248,5421.789997822615,3482.980631723723,4291.0901966703295,46,7,CA,136,0,BC,1,1,28,0,200.0,0,INTERNET,7.0402559129905775,macintosh,1,1,5
3408,0,0.7000000000000001,0.7515799502758961,60,0,30,0.0191931407089286,-1.2724635983190715,AB,1851,12467.901981539815,7743.264975174106,6848.529676916533,21,14,CA,120,1,BC,0,1,1,0,990.0,1,INTERNET,3.729532415336629,linux,1,1,0
90256,0,0.6000000000000001,0.7385735635564382,-1,51,30,0.0233254956041884,24.05423484718579,AA,1783,7595.478340472602,6618.903291837406,6685.895444496596,7,6,CF,62,1,BC,1,1,15,0,200.0,0,INTERNET,8.881879617211286,other,1,1,0
