step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
22,CASH_OUT,137736.11,C1278838719,0.0,0.0,C1987589422,299170.89,436907.0,0
249,CASH_OUT,205819.78,C1741585003,51812.0,0.0,C1996057023,6136050.48,6341870.26,0
229,TRANSFER,301719.77,C726829569,0.0,0.0,C1507596200,1318323.18,1620042.95,0
164,CASH_OUT,93959.85,C1932266222,52169.0,0.0,C1340569713,5442.09,99401.95,0
256,TRANSFER,567785.52,C500138303,0.0,0.0,C592507270,2624048.71,3191834.23,0
330,CASH_OUT,289664.43,C698705900,0.0,0.0,C1330227535,5083937.01,5373601.45,0
354,TRANSFER,9299230.13,C350993487,9299230.13,0.0,C1614280501,0.0,0.0,1
34,TRANSFER,53638.6,C1397039784,1541.0,0.0,C451923135,25552.86,56328.3,0
374,CASH_OUT,6546.65,C2002283264,20946.0,14399.35,C2043608415,3892252.89,3898799.54,0
617,CASH_OUT,174356.44,C488826678,0.0,0.0,C2144913880,756203.74,930560.18,0
41,CASH_OUT,280882.2,C1861039249,401855.0,120972.8,C570704876,4325614.8,4606497.0,0
305,CASH_OUT,30821.19,C1045610309,100655.0,69833.81,C1884610626,0.0,30821.19,0
16,CASH_OUT,686007.71,C2001084631,0.0,0.0,C935135907,890298.29,1868774.98,0
275,TRANSFER,273174.99,C1114618321,100684.0,0.0,C1593120967,359141.13,632316.12,0
374,CASH_OUT,247517.77,C59818008,33023.0,0.0,C2030168740,221926.08,469443.85,0
14,CASH_OUT,145156.27,C91644475,0.0,0.0,C1304361166,247161.78,392318.05,0
37,CASH_OUT,173841.0,C1550937093,0.0,0.0,C174199155,260263.24,434104.24,0
574,CASH_OUT,56125.55,C1712457269,56125.55,0.0,C356699181,157761.5,213887.05,1
250,CASH_OUT,43806.09,C13350556,0.0,0.0,C5985607,1957393.01,2001199.1,0
211,TRANSFER,112877.65,C1892006592,487990.0,375112.35,C2015217955,2891515.99,3004393.64,0
308,TRANSFER,113339.67,C507334971,58933.17,0.0,C2136196480,554903.61,668243.27,0
14,CASH_OUT,235757.93,C763970838,0.0,0.0,C1776449847,1122037.87,1357795.8,0
34,CASH_OUT,1016540.35,C1455982049,1016540.35,0.0,C1613524189,4463851.64,5700161.74,1
137,CASH_OUT,449190.98,C1209887621,771.0,0.0,C1491896880,168119.32,617310.3,0
402,CASH_OUT,103561.04,C1027487594,478251.2,374690.17,C1561552482,2863898.69,2967459.72,0
401,CASH_OUT,19430.53,C1497158774,0.0,0.0,C1234837694,632689.56,652120.09,0
346,CASH_OUT,147270.57,C501086296,22359.0,0.0,C573600408,1280270.59,1427541.17,0
157,TRANSFER,415305.82,C376646732,5523.0,0.0,C195750059,0.0,415305.82,0
227,CASH_OUT,190078.67,C1565367539,865.0,0.0,C788567007,173274.75,363353.42,0
237,CASH_OUT,100379.21,C775842777,26800.0,0.0,C704024200,12941732.33,13042111.54,0
328,CASH_OUT,157177.16,C178579208,269579.0,112401.84,C416078784,2205578.77,2362755.93,0
226,CASH_OUT,214323.64,C844550291,0.0,0.0,C483904233,3114356.41,3328680.05,0
377,TRANSFER,929839.57,C1960608725,0.0,0.0,C658476864,6743436.21,7673275.78,0
43,CASH_OUT,81620.17,C882030287,1987.0,0.0,C562868730,1794094.31,1875714.48,0
35,CASH_OUT,75640.02,C1760338063,60945.0,0.0,C1325541393,4139143.06,4214783.08,0
141,TRANSFER,170402.53,C1003609135,0.0,0.0,C1046664703,343401.97,513804.5,0
192,CASH_OUT,344796.26,C224232614,0.0,0.0,C1004546553,1629533.96,1974330.22,0
19,TRANSFER,601436.5,C895615212,166.0,0.0,C1720032495,426154.16,924484.5,0
283,CASH_OUT,212105.2,C1446494202,446.0,0.0,C460025153,144622.75,356727.96,0
16,CASH_OUT,444127.42,C399999094,1501.0,0.0,C955097010,4983606.21,5427733.63,0
157,CASH_OUT,109981.03,C1255965880,6075.0,0.0,C2116769858,269301.02,379282.05,0
397,CASH_OUT,52689.13,C2024128077,52689.13,0.0,C221905096,160085.29,212774.42,1
304,CASH_OUT,176635.64,C314533699,1379.0,0.0,C1962049647,0.0,176635.64,0
334,CASH_OUT,248139.63,C1977451618,281.0,0.0,C57437586,1859319.46,2107459.09,0
330,TRANSFER,1553860.19,C1433762102,409.0,0.0,C566983194,139462.14,1693322.33,0
44,CASH_OUT,336440.31,C316753545,0.0,0.0,C779755439,342014.34,678454.65,0
373,CASH_OUT,115819.13,C1687820241,25631.0,0.0,C381463989,1032375.41,1148194.54,0
136,CASH_OUT,292218.91,C1597498700,0.0,0.0,C945394469,1078022.1,1370241.01,0
253,CASH_OUT,421093.77,C406834246,0.0,0.0,C1783452433,542938.34,964032.11,0
187,CASH_OUT,490047.3,C1042444881,10267.0,0.0,C1102187963,194703.9,684751.19,0
207,TRANSFER,1619373.33,C1324646730,0.0,0.0,C90687922,4552026.14,6171399.47,0
212,TRANSFER,1947807.58,C1501311535,1947807.58,0.0,C37561886,0.0,0.0,1
541,CASH_OUT,3297243.38,C1395197193,3297243.38,0.0,C1975481357,22757.65,3320001.02,1
13,CASH_OUT,229062.68,C229259074,217.0,0.0,C2112591260,0.0,291055.27,0
185,CASH_OUT,29620.72,C256122794,0.0,0.0,C1848966590,197070.19,226690.91,0
205,TRANSFER,245694.84,C468833365,245694.84,0.0,C600157960,0.0,0.0,1
136,CASH_OUT,311754.7,C1922446263,0.0,0.0,C1688054746,2432297.37,2744052.07,0
328,CASH_OUT,128207.24,C756588781,34981.0,0.0,C1239917357,0.0,128207.24,0
44,TRANSFER,624369.05,C1675215204,87764.0,0.0,C1248888105,0.0,519619.6,0
403,CASH_OUT,31592.36,C830582472,0.0,0.0,C1994264809,126897.91,158490.27,0
134,CASH_OUT,234531.63,C82848373,17033.0,0.0,C1957081050,0.0,234531.63,0
402,CASH_OUT,224829.44,C1033631110,3473.0,0.0,C100635974,16351791.27,16576620.71,0
38,CASH_OUT,179335.85,C1220823029,0.0,0.0,C1387273049,5999236.11,6178571.96,0
522,CASH_OUT,244199.88,C1132042170,0.0,0.0,C556248667,4006155.0,4250354.88,0
134,CASH_OUT,81314.46,C1497243325,0.0,0.0,C1962978218,5066596.01,5147910.48,0
354,CASH_OUT,288646.41,C474508590,0.0,0.0,C1299270513,714863.25,1003509.65,0
17,CASH_OUT,84114.21,C277516689,0.0,0.0,C2036791881,1312280.72,1396394.93,0
42,CASH_OUT,92682.76,C1423411003,158.0,0.0,C717431943,0.0,92682.76,0
330,CASH_OUT,196145.14,C2126007575,64821.0,0.0,C1769429598,49619.78,245764.92,0
307,CASH_OUT,307277.01,C945547076,12414.0,0.0,C435860665,43052.58,350329.6,0
213,CASH_OUT,15531.44,C1504407367,10066.0,0.0,C847142641,233367.85,248899.29,0
306,CASH_OUT,194778.71,C450610507,22607.0,0.0,C1469367201,75786.74,270565.45,0
155,CASH_OUT,140067.45,C1977282828,21209.0,0.0,C91987060,56539.45,196606.89,0
236,CASH_OUT,39926.0,C813225790,10728.0,0.0,C1129203931,2249190.11,2289116.11,0
154,CASH_OUT,216236.25,C1461713755,23373.0,0.0,C1150403461,525016.99,741253.24,0
204,TRANSFER,6352.79,C1235707713,779.0,0.0,C1242919856,0.0,6352.79,0
393,CASH_OUT,29117.11,C647241743,0.0,0.0,C1590925796,1705616.96,1734734.06,0
712,CASH_OUT,367207.98,C193723315,367207.98,0.0,C381883886,0.0,367207.98,1
181,CASH_OUT,26555.9,C754222685,30259.0,3703.1,C780395218,0.0,26555.9,0
161,CASH_OUT,58610.16,C1917822663,603.0,0.0,C1403577196,266990.25,325600.42,0
375,CASH_OUT,113143.89,C1793049322,3443.0,0.0,C1247385099,161349.19,274493.09,0
404,TRANSFER,32657.51,C82953541,187853.38,155195.87,C130993040,182368.52,215026.03,0
36,CASH_OUT,57686.62,C1232964898,0.0,0.0,C911738428,708180.78,825433.48,0
18,CASH_OUT,174297.36,C43645898,0.0,0.0,C1082919473,998691.03,1906973.69,0
251,CASH_OUT,45854.0,C1395956622,99247.0,53393.0,C645818034,630257.47,676111.47,0
251,CASH_OUT,91704.82,C1930473958,50233.0,0.0,C494924176,1369585.84,1461290.66,0
349,CASH_OUT,379201.0,C1898341412,89486.0,0.0,C1896443193,0.0,379201.0,0
279,CASH_OUT,102568.68,C1395023517,23604.0,0.0,C717062630,0.0,102568.68,0
232,TRANSFER,1234447.58,C154850521,0.0,0.0,C989841745,1323374.57,2557822.15,0
45,TRANSFER,100013.62,C1270961603,114321.03,14307.41,C1730034644,175365.46,275379.08,0
18,CASH_OUT,252478.65,C787923257,0.0,0.0,C631073451,1452410.84,1704889.49,0
614,CASH_OUT,62662.66,C959806470,40624.0,0.0,C528454083,677553.41,740216.07,0
37,CASH_OUT,274230.27,C1333959261,0.0,0.0,C1271841907,541664.81,815895.08,0
130,CASH_OUT,193676.68,C1304961925,9941.39,0.0,C1390272479,5699556.89,5893233.57,0
303,CASH_OUT,233921.59,C456017040,211101.0,0.0,C1002596186,48062.19,281983.78,0
331,CASH_OUT,185286.89,C1013768510,19903.0,0.0,C1868191210,2422760.44,2608047.33,0
326,CASH_OUT,96560.04,C527452432,117669.0,21108.96,C171169064,180306.35,276866.39,0
307,CASH_OUT,254862.37,C2062646042,0.0,0.0,C2006124780,858477.11,1113339.48,0
250,CASH_OUT,143585.33,C778063803,0.0,0.0,C704355885,144317.37,287902.7,0
398,CASH_OUT,236983.78,C765525779,49983.0,0.0,C2123103735,147384.87,384368.65,0
37,CASH_OUT,338299.9,C1668943723,3243.0,0.0,C945678918,1206076.74,1544376.64,0
227,CASH_OUT,184532.04,C837884151,0.0,0.0,C2063372104,231080.11,415612.14,0
226,CASH_OUT,153491.0,C445013279,0.0,0.0,C905898598,672035.94,825526.94,0
400,TRANSFER,1996705.65,C772362008,10222.0,0.0,C2129683240,231136.37,2227842.02,0
306,CASH_OUT,45410.95,C1741471503,124853.0,79442.05,C89780273,24488.92,69899.87,0
460,CASH_OUT,998086.61,C175000067,998086.61,0.0,C1507172682,440777.77,1438864.38,1
302,TRANSFER,263228.7,C1776886523,39819.0,0.0,C2040333852,1533514.64,1796743.34,0
594,CASH_OUT,87059.05,C1411934312,41208.0,0.0,C806275280,2709407.24,2796466.3,0
329,CASH_OUT,95935.98,C675403613,0.0,0.0,C1227651409,601316.68,697252.66,0
587,TRANSFER,103097.6,C1357874969,0.0,0.0,C869127113,384584.74,487682.34,0
327,CASH_OUT,231534.69,C953389727,0.0,0.0,C524839277,1133892.41,1365427.09,0
335,CASH_OUT,248750.86,C1052850025,13766.83,0.0,C1788738678,1093321.23,1342072.09,0
260,TRANSFER,298566.46,C260732388,512857.0,214290.54,C696933357,0.0,298566.46,0
566,CASH_OUT,416137.18,C1292982579,30089.0,0.0,C739040617,2906.86,419044.04,0
137,CASH_OUT,23166.03,C784823416,0.0,0.0,C1771092757,115065.0,138231.03,0
10,TRANSFER,1078491.38,C672149863,51623.0,0.0,C1221434348,43617.78,1122109.16,0
254,TRANSFER,2647.69,C1518232916,241.0,0.0,C116114533,0.0,2647.69,0
207,CASH_OUT,96131.91,C542297348,574920.0,478788.09,C1449340579,503058.37,599190.28,0
398,TRANSFER,262515.63,C1832726661,0.0,0.0,C1729533645,1558382.0,1820897.63,0
324,CASH_OUT,390581.8,C1533516569,51854.0,0.0,C1110192026,88610.51,479192.31,0
234,TRANSFER,719983.07,C828703368,0.0,0.0,C422261254,1367315.31,2087298.38,0
160,TRANSFER,159840.09,C1169236160,0.0,0.0,C1104510815,983085.83,1142925.93,0
357,CASH_OUT,98639.0,C1168890616,20130.0,0.0,C1332656716,0.0,98639.0,0
130,CASH_OUT,104943.07,C1151311552,0.0,0.0,C1414529337,1485012.66,1589955.73,0
21,CASH_OUT,4884.6,C332769014,106172.0,101287.4,C599583511,213682.61,218567.21,0
195,TRANSFER,594229.77,C1261111835,594229.77,0.0,C340862934,0.0,0.0,1
274,CASH_OUT,177753.54,C764280611,21305.0,0.0,C1164066460,207709.29,385462.83,0
227,TRANSFER,494423.16,C478287633,0.0,0.0,C2027465924,806318.19,1300741.35,0
39,CASH_OUT,201418.04,C1769320585,0.0,0.0,C68152560,1808228.93,2009646.97,0
251,CASH_OUT,38947.66,C219319257,0.0,0.0,C1584708550,541212.28,580159.93,0
374,CASH_OUT,58581.79,C32735816,0.0,0.0,C1069170042,7716845.25,7775427.04,0
188,CASH_OUT,203718.7,C341107587,0.0,0.0,C1210331729,367238.42,570957.12,0
204,CASH_OUT,186372.75,C681393808,303630.0,117257.25,C1231373551,8680316.44,8866689.19,0
228,CASH_OUT,348650.17,C66231432,0.0,0.0,C1182678864,444043.41,792693.59,0
329,CASH_OUT,70274.63,C892971202,32080.0,0.0,C869504220,14604.4,84879.04,0
304,TRANSFER,6917117.87,C985758850,0.0,0.0,C917424012,11603563.38,18520681.25,0
212,CASH_OUT,235185.98,C1767653593,9223.58,0.0,C391528288,1431861.92,1667047.9,0
355,CASH_OUT,20054.1,C743846922,0.0,0.0,C150702032,3342149.95,3362204.05,0
690,CASH_OUT,189949.37,C765719049,49745.0,0.0,C1149837057,1855231.31,2045180.68,0
305,CASH_OUT,170412.42,C454313833,21359.0,0.0,C1322928614,0.0,170412.42,0
373,CASH_OUT,30072.69,C146968985,0.0,0.0,C1804705858,138367.96,168440.65,0
281,TRANSFER,163681.53,C701651164,0.0,0.0,C808808061,834412.38,998093.91,0
211,CASH_OUT,49602.54,C900931583,553549.0,503946.46,C209605381,391828.94,441431.48,0
688,CASH_OUT,146293.62,C559453824,0.0,0.0,C2039554838,196837.69,343131.31,0
180,CASH_OUT,134259.63,C1434166191,0.0,0.0,C2020480641,200879.27,335138.9,0
279,TRANSFER,292357.79,C2019675556,0.0,0.0,C2015194066,421843.49,714201.28,0
330,CASH_OUT,105893.71,C1225365160,38151.0,0.0,C421779245,135538.11,241431.83,0
178,CASH_OUT,130049.38,C41365056,26209.0,0.0,C68354568,1680024.39,1810073.77,0
205,CASH_OUT,105491.36,C1376891773,0.0,0.0,C343938818,349727.05,455218.41,0
183,CASH_OUT,154169.81,C1889087640,0.0,0.0,C696809561,502500.41,656670.22,0
18,CASH_OUT,438181.53,C953132020,28892.0,0.0,C1991105475,107761.56,545943.09,0
19,TRANSFER,635929.2,C174486234,0.0,0.0,C482702081,1290849.05,1926778.24,0
395,TRANSFER,1999888.47,C2024282216,0.0,0.0,C1465439611,4733802.51,6561793.97,0
18,CASH_OUT,301826.79,C163717673,0.0,0.0,C1530159717,2127472.27,2429299.06,0
134,CASH_OUT,97577.44,C710859415,0.0,0.0,C362372423,2003850.0,2101427.44,0
253,TRANSFER,463891.81,C1301383829,0.0,0.0,C1611237865,4202669.32,4666561.12,0
12,CASH_OUT,435200.63,C1291253792,621.0,0.0,C1760966565,7376751.21,7811951.85,0
321,CASH_OUT,384026.7,C1142170854,0.0,0.0,C386222487,10736468.49,11120495.19,0
680,TRANSFER,674541.55,C418612921,674541.55,0.0,C1678643281,0.0,0.0,1
250,CASH_OUT,26672.09,C254391162,0.0,0.0,C1741802507,2085821.68,2112493.77,0
522,CASH_OUT,188792.33,C1779832843,0.0,0.0,C884020194,5718161.43,5906953.76,0
527,CASH_OUT,56602.69,C1670976461,31037.0,0.0,C611351969,0.0,56602.69,0
15,CASH_OUT,80588.28,C508381831,0.0,0.0,C1608828840,3986575.71,4067163.98,0
230,TRANSFER,344612.94,C608792769,0.0,0.0,C477574606,3814006.78,4158619.72,0
206,CASH_OUT,37252.74,C2074252134,0.0,0.0,C120673579,268792.95,306045.69,0
471,CASH_OUT,271001.14,C879637841,0.0,0.0,C599247087,4488657.05,4759658.19,0
130,CASH_OUT,284302.26,C4427580,41398.0,0.0,C1141790334,1872691.38,2156993.64,0
259,CASH_OUT,47381.34,C384169986,107238.0,59856.66,C1421871493,242245.5,289626.84,0
493,TRANSFER,2143493.47,C329851584,185173.0,0.0,C749786997,4407294.61,6550788.08,0
159,CASH_OUT,35456.63,C1554568368,12017.0,0.0,C1268735099,649021.48,684478.11,0
282,TRANSFER,782037.5,C1182738675,119904.0,0.0,C429411048,0.0,782037.5,0
460,CASH_OUT,414095.91,C593887896,414095.91,0.0,C434667197,0.0,414095.91,1
178,CASH_OUT,200101.88,C693311385,0.0,0.0,C982646085,401351.62,601453.51,0
215,CASH_OUT,479297.22,C89927183,0.0,0.0,C2105577470,1311830.46,1791127.67,0
356,CASH_OUT,50692.37,C1229618746,0.0,0.0,C689447418,279880.74,330573.11,0
331,CASH_OUT,7350.63,C583406208,0.0,0.0,C2095034531,872275.15,879625.79,0
228,CASH_OUT,548841.5,C1871351764,46186.0,0.0,C2135054194,0.0,548841.5,0
348,CASH_OUT,334315.09,C1123896254,79860.0,0.0,C1382036125,428934.93,763250.03,0
350,CASH_OUT,191506.43,C1897387271,400012.0,208505.57,C1538145214,0.0,191506.43,0
230,CASH_OUT,231368.58,C45766528,68270.0,0.0,C588447387,0.0,231368.58,0
163,TRANSFER,535358.05,C859408103,27363.37,0.0,C767846025,4992140.02,5527498.07,0
380,CASH_OUT,78478.04,C894799942,0.0,0.0,C1427268489,867318.37,945796.41,0
591,CASH_OUT,906270.63,C1392276809,906270.63,0.0,C1315942882,221709.79,1127980.43,1
355,CASH_OUT,95613.0,C1697712164,10803.0,0.0,C361943462,273288.06,368901.05,0
230,CASH_OUT,261633.27,C907795773,0.0,0.0,C1447731649,282853.43,544486.69,0
135,TRANSFER,1361602.67,C1521755665,0.0,0.0,C1196296593,1412239.34,2773842.01,0
178,CASH_OUT,132032.98,C1093175868,40310.0,0.0,C701554593,428010.33,560043.31,0
379,CASH_OUT,140328.86,C1442055067,0.0,0.0,C2005207989,1718049.44,1858378.3,0
401,CASH_OUT,141399.3,C1389256327,0.0,0.0,C1818868316,5459654.01,5601053.3,0
280,CASH_OUT,184120.21,C972520538,11069.0,0.0,C501121600,677307.37,1165158.14,0
306,CASH_OUT,769.87,C1397073841,0.0,0.0,C1516384457,2333777.97,2334547.85,0
211,CASH_OUT,358287.01,C1251867250,33642.0,0.0,C1081640579,435942.91,794229.91,0
188,CASH_OUT,7446.3,C1044562448,0.0,0.0,C899699848,150223.11,157669.41,0
207,CASH_OUT,577085.9,C1980643959,30700.0,0.0,C563987052,209892.42,786978.32,0
45,CASH_OUT,119967.8,C1060575607,812103.0,692135.2,C901623794,1345612.43,1465580.23,0
399,TRANSFER,682050.96,C1727343128,50236.0,0.0,C572356217,211786.84,893837.81,0
33,CASH_OUT,225629.98,C1686742646,319662.0,94032.02,C785083413,396719.42,622349.4,0
16,CASH_OUT,37784.14,C293040582,46601.0,8816.86,C520826875,0.0,37784.14,0
329,CASH_OUT,42948.44,C1648232405,0.0,0.0,C316918843,707405.04,750353.47,0
162,CASH_OUT,156164.17,C594917248,0.0,0.0,C925551524,380123.99,536288.17,0
579,TRANSFER,1632500.22,C1055490123,1632500.22,0.0,C1000836187,0.0,0.0,1
177,CASH_OUT,374458.14,C1380832629,9998.0,0.0,C2110108246,137652.28,512110.41,0
379,CASH_OUT,81901.24,C420965822,3097.0,0.0,C1801714672,8212601.88,8294503.12,0
210,TRANSFER,180214.57,C919039586,51703.0,0.0,C1008977373,178995.03,359209.6,0
588,CASH_OUT,236370.82,C716951642,30864.0,0.0,C455948356,0.0,236370.82,0
210,CASH_OUT,51425.25,C162470890,0.0,0.0,C1952851882,1335972.03,1387397.29,0
227,CASH_OUT,189317.91,C1153770488,46999.0,0.0,C1878682029,462047.0,651364.91,0
327,CASH_OUT,5265.26,C322974556,0.0,0.0,C1405533362,537316.74,542582.0,0
402,TRANSFER,630043.25,C2006752864,0.0,0.0,C1878182896,1225027.82,1855071.06,0
397,CASH_OUT,34303.65,C382796279,0.0,0.0,C117814662,40770.92,75074.57,0
20,CASH_OUT,27771.89,C310200163,0.0,0.0,C1652410367,1625594.17,1561728.14,0
437,CASH_OUT,16207.04,C458723859,16207.04,0.0,C326321916,136857.72,153064.76,1
10,CASH_OUT,270219.58,C18314790,26363.91,0.0,C415673050,385042.84,458229.41,0
93,CASH_OUT,34353.58,C1037807590,0.0,0.0,C1308032154,705358.51,739712.08,0
260,CASH_OUT,366354.1,C1335942168,0.0,0.0,C1870784318,3204413.71,3570767.82,0
188,CASH_OUT,39905.94,C1426560824,5793.0,0.0,C137981734,1500.13,41406.07,0
298,CASH_OUT,62710.72,C1257689436,0.0,0.0,C1564996531,88576.42,151287.14,0
142,TRANSFER,1147922.91,C116521236,0.0,0.0,C1245217984,1568226.62,2716149.53,0
397,CASH_OUT,165530.76,C2037836668,50719.0,0.0,C995217458,152498.96,318029.72,0
188,CASH_OUT,172847.14,C1807850392,19837.0,0.0,C844199820,0.0,172847.14,0
183,TRANSFER,499759.04,C49954850,18389.0,0.0,C1924521173,0.0,499759.04,0
234,CASH_OUT,3259.76,C5967631,0.0,0.0,C1090265384,1128560.66,1131820.42,0
277,CASH_OUT,248377.12,C1007033719,51390.0,0.0,C1828912750,351527.52,599904.63,0
353,CASH_OUT,121391.42,C1532606955,0.0,0.0,C1495761010,5162205.2,5508114.79,0
34,CASH_OUT,150511.01,C1391274620,0.0,0.0,C1872101285,243860.04,394371.05,0
19,CASH_OUT,284801.91,C406209228,0.0,0.0,C1595052211,3316154.11,3600956.02,0
165,CASH_OUT,115728.73,C1409261313,71494.07,0.0,C1025735222,709704.38,825433.11,0
356,CASH_OUT,217561.64,C1047293201,31688.0,0.0,C1081902951,0.0,217561.64,0
308,CASH_OUT,109046.43,C1534649278,0.0,0.0,C1769321891,898223.32,1007269.75,0
205,CASH_OUT,96410.2,C1499455685,0.0,0.0,C2055563478,551925.92,648336.13,0
47,CASH_OUT,225850.53,C478694396,225850.53,0.0,C310772625,5063600.9,5289451.43,1
186,TRANSFER,1220481.89,C1424548294,29025.0,0.0,C1745037526,0.0,1233159.12,0
259,CASH_OUT,110954.1,C962077936,0.0,0.0,C1802679300,1614653.32,1725607.42,0
281,TRANSFER,633790.87,C602766465,0.0,0.0,C444671308,928428.64,1562219.51,0
351,CASH_OUT,3538.35,C1231237637,11453.0,7914.65,C552564150,670198.46,673736.8,0
12,CASH_OUT,669994.53,C801994819,181.0,0.0,C332878232,0.0,1093045.91,0
253,CASH_OUT,307540.7,C1923027780,10321.0,0.0,C69073559,216138.43,523679.13,0
204,CASH_OUT,228637.69,C1326516145,0.0,0.0,C1303626741,3002323.98,3347039.36,0
285,CASH_OUT,78962.73,C278623371,17696.0,0.0,C1916795950,98848.38,177811.11,0
301,CASH_OUT,49964.66,C2031233027,0.0,0.0,C718964097,383815.54,433780.19,0
489,CASH_OUT,4241.44,C21638411,4241.44,0.0,C1781045188,256363.03,260604.47,1
326,CASH_OUT,404401.71,C1882276557,30204.0,0.0,C1689789960,44274.68,448676.39,0
405,CASH_OUT,334951.73,C818070253,23126.32,0.0,C1426639698,573595.27,908547.0,0
301,CASH_OUT,216652.49,C1500394816,0.0,0.0,C1713020778,270180.42,486832.9,0
159,TRANSFER,112080.48,C702749806,0.0,0.0,C1489517545,978585.0,1090665.48,0
135,CASH_OUT,170663.62,C1858161246,4674.0,0.0,C1622665424,311000.25,481663.87,0
297,TRANSFER,1042080.54,C1575179732,0.0,0.0,C161137214,1609057.01,2651137.55,0
234,TRANSFER,466460.11,C1824201449,8160.52,0.0,C1663528345,3223299.3,3689759.4,0
182,CASH_OUT,414385.29,C1972174546,821.0,0.0,C1277944818,0.0,414385.29,0
214,CASH_OUT,99873.5,C1768765622,262.0,0.0,C1519560817,14277616.75,14377490.25,0
42,CASH_OUT,4688.7,C1576631273,99499.0,94810.3,C2084478359,288.0,0.0,0
380,CASH_OUT,116947.72,C1710784827,6065.0,0.0,C258469906,125498.94,242446.66,0
131,CASH_OUT,32354.04,C1616421357,28519.0,0.0,C1505109427,2491677.86,2524031.9,0
132,CASH_OUT,170691.92,C1171347176,78505.0,0.0,C1655573099,208954.14,379646.07,0
298,CASH_OUT,118645.98,C914189423,9149.0,0.0,C378008325,366677.69,485323.67,0
401,TRANSFER,336622.84,C1347876329,400.0,0.0,C1715325977,910368.99,1246991.83,0
255,CASH_OUT,36674.81,C1102698992,0.0,0.0,C611631971,5339387.03,5376061.85,0
303,CASH_OUT,272154.17,C798618009,944.0,0.0,C806636997,0.0,272154.17,0
399,CASH_OUT,90534.93,C764259172,103310.0,12775.07,C712093661,0.0,90534.93,0
306,CASH_OUT,1903.21,C1924548187,0.0,0.0,C852274622,11141.88,13045.09,0
187,CASH_OUT,269104.24,C288669524,15819.0,0.0,C51515494,3427420.1,3696524.34,0
403,CASH_OUT,230293.73,C1257374116,0.0,0.0,C608467582,757541.57,987835.3,0
212,CASH_OUT,138451.3,C2023308909,79591.0,0.0,C2089621427,159896.49,298347.78,0
20,CASH_OUT,212064.22,C1805181294,0.0,0.0,C2032597078,276663.62,636647.39,0
18,CASH_OUT,413012.01,C764951548,0.0,0.0,C1722656149,558715.24,932503.36,0
209,CASH_OUT,324916.12,C408857878,3094.0,0.0,C1619582118,0.0,324916.12,0
207,CASH_OUT,108901.51,C1290572772,11580.0,0.0,C235554174,7838.74,116740.25,0
303,CASH_OUT,49365.23,C1709031560,67895.0,18529.77,C1924752944,0.0,49365.23,0
18,CASH_OUT,86021.8,C560849798,0.0,0.0,C1011327941,402642.34,488664.14,0
371,CASH_OUT,1996.42,C2064202062,35936.0,33939.58,C1721569579,0.0,1996.42,0
187,TRANSFER,1071937.09,C306223990,166.0,0.0,C1237877919,109631.92,1181569.01,0
379,CASH_OUT,282147.46,C2082403524,0.0,0.0,C1692902155,632022.34,914169.8,0
300,CASH_OUT,166076.37,C1926732957,0.0,0.0,C621987576,678972.33,845048.69,0
301,CASH_OUT,104984.13,C1181693723,105323.0,338.87,C435053918,0.0,104984.13,0
209,CASH_OUT,81795.09,C351528065,31141.0,0.0,C27116682,65678.6,147473.68,0
135,CASH_OUT,218861.4,C753889111,69871.0,0.0,C1000848987,348024.25,566885.65,0
137,TRANSFER,508797.26,C1010623814,1428.0,0.0,C113535814,0.0,508797.26,0
164,CASH_OUT,2631.46,C98396232,3168.0,536.54,C613675872,1899307.45,1901938.91,0
42,CASH_OUT,260497.78,C1228934763,0.0,0.0,C1112821604,502028.99,831013.38,0
179,CASH_OUT,75748.43,C1061040815,0.0,0.0,C708579506,489758.6,565507.03,0
423,CASH_OUT,85415.33,C1332629296,53060.0,0.0,C1406385243,116372.54,201787.87,0
163,CASH_OUT,10212.22,C663432711,0.0,0.0,C1324739720,117526.59,127738.81,0
356,TRANSFER,1245596.73,C521931057,0.0,0.0,C784956287,1982673.64,3228270.37,0
331,CASH_OUT,34095.97,C1683403581,0.0,0.0,C1764624406,644051.87,678147.84,0
203,TRANSFER,375549.39,C9378718,0.0,0.0,C2125564909,2869885.41,3245434.8,0
531,TRANSFER,13074.53,C56420164,13074.53,0.0,C840005543,0.0,0.0,1
305,CASH_OUT,251236.89,C51434452,0.0,0.0,C2064998067,1412423.14,1663660.04,0
139,CASH_OUT,61922.91,C2001345253,21508.0,0.0,C553389297,0.0,61922.91,0
276,CASH_OUT,97669.92,C1471587663,524.0,0.0,C1083512793,0.0,97669.92,0
10,CASH_OUT,91061.54,C66362521,0.0,0.0,C1797449963,517159.39,608220.93,0
15,CASH_OUT,313583.49,C381353389,3094.0,0.0,C518836474,0.0,241140.36,0
164,CASH_OUT,265585.38,C506269169,0.0,0.0,C903731451,1290755.79,1556341.17,0
544,CASH_OUT,136855.62,C868384714,0.0,0.0,C110207329,487383.17,624238.79,0
322,CASH_OUT,108914.56,C466845347,0.0,0.0,C171662958,5079917.89,5188832.45,0
132,CASH_OUT,162536.98,C834972261,0.0,0.0,C965510799,2123033.05,2124342.13,0
